Activity Type,Date,Favorite,Title,Distance,Calories,Time,Avg HR,Max HR,Aerobic TE,Avg Speed,Max Speed,Total Ascent,Total Descent,Avg Stride Length,Avg Vertical Ratio,Avg Vertical Oscillation,Avg Ground Contact Time,Avg Bike Cadence,Max Bike Cadence,Normalized Power® (NP®),Training Stress Score®,Max Avg Power (20 min),Avg Power,Max Power,Grit,Flow,Total Strokes,Avg. Swolf,Avg Stroke Rate,Total Reps,Min Temp,Decompression,Best Lap Time,Number of Laps,Max Temp,Avg Resp,Min Resp,Max Resp,Moving Time,Elapsed Time,Min Elevation,Max Elevation
Cycling,2017-08-02 12:03:44,false,"Tilst Cykling","102,42","4.326","03:43:27","138","181","--","27,5","54,4","903","896","NaN","NaN","NaN","NaN","79","114","211","218,7","211","162","834","NaN","NaN","14128","NaN","NaN","NaN","17,0","No","00:NaN:NaN","--","27,0","--","--","--","03:42:56","03:59:12","-145","-46"
Cycling,2017-08-01 11:13:22,false,"Tilst Cykling","78,52","3.306","02:48:23","146","184","--","28,0","57,7","592","591","NaN","NaN","NaN","NaN","77","119","234","206,5","208","183","947","NaN","NaN","10913","NaN","NaN","NaN","18,0","No","00:NaN:NaN","--","25,0","--","--","--","02:46:38","03:42:59","-20","78"
Cycling,2017-07-25 14:19:50,false,"Tilst Cykling","32,81","1.294","01:08:48","144","190","--","28,6","48,0","198","200","NaN","NaN","NaN","NaN","82","113","265","107,6","189","171","701","NaN","NaN","4833","NaN","NaN","NaN","17,0","No","00:NaN:NaN","--","23,0","--","--","--","00:NaN:NaN","01:09:35","28","99"
Cycling,2017-07-21 13:27:18,false,"Tilst Cykling","75,46","3.271","02:33:00","149","182","--","29,6","55,1","597","599","NaN","NaN","NaN","NaN","82","117","237","192,1","234","192","946","NaN","NaN","11063","NaN","NaN","NaN","16,0","No","00:NaN:NaN","--","24,0","--","--","--","00:NaN:NaN","02:45:09","-152","-58"
Cycling,2017-07-19 15:21:22,false,"Tilst Cykling","95,11","3.927","03:16:19","147","194","--","29,1","55,6","670","653","NaN","NaN","NaN","NaN","82","127","249","272,1","249","176","1.306","NaN","NaN","13724","NaN","NaN","NaN","15,0","No","00:NaN:NaN","--","28,0","--","--","--","00:NaN:NaN","03:58:27","-149","-23"
Cycling,2017-07-18 15:06:20,false,"Tilst Cykling","37,92","1.617","01:19:23","--","--","--","28,7","57,1","348","343","NaN","NaN","NaN","NaN","82","111","263","122,0","248","207","958","NaN","NaN","5628","NaN","NaN","NaN","16,0","No","00:NaN:NaN","--","22,0","--","--","--","00:NaN:NaN","01:37:18","-148","-48"
Cycling,2017-07-17 17:16:38,false,"Tilst Cykling","35,88","1.539","01:14:00","145","187","--","29,1","55,1","292","294","NaN","NaN","NaN","NaN","81","112","254","106,0","216","194","868","NaN","NaN","5439","NaN","NaN","NaN","16,0","No","00:NaN:NaN","--","21,0","--","--","--","00:NaN:NaN","01:20:18","-132","-64"
Cycling,2017-07-13 18:43:31,false,"Tilst Cykling","34,15","1.506","01:15:23","140","174","--","27,2","53,3","398","397","NaN","NaN","NaN","NaN","80","125","248","102,8","219","188","735","NaN","NaN","5083","NaN","NaN","NaN","12,0","No","00:NaN:NaN","--","20,0","--","--","--","00:NaN:NaN","01:16:04","--","64"
Cycling,2017-07-09 11:26:20,false,"Tilst Cykling","50,11","2.256","01:39:04","148","183","--","30,3","63,1","491","491","NaN","NaN","NaN","NaN","82","129","271","162,0","236","213","915","NaN","NaN","7578","NaN","NaN","NaN","16,0","No","00:NaN:NaN","--","24,0","--","--","--","00:NaN:NaN","01:43:27","-137","-50"
Cycling,2017-07-08 08:00:13,false,"Tilst Cykling","73,19","777","02:32:10","138","184","--","28,9","52,5","470","652","NaN","NaN","NaN","NaN","70","108","--","0,0","213","176","980","NaN","NaN","--","NaN","NaN","NaN","13,0","No","00:NaN:NaN","--","19,0","--","--","--","00:NaN:NaN","02:59:55","-151","107"
Cycling,2017-07-07 12:45:57,false,"Tilst Cykling","76,68","3.251","02:33:25","153","187","--","30,0","51,8","456","453","NaN","NaN","NaN","NaN","82","117","235","189,1","231","198","1.082","NaN","NaN","11580","NaN","NaN","NaN","16,0","No","00:NaN:NaN","--","23,0","--","--","--","00:NaN:NaN","02:44:10","-152","-69"
Cycling,2017-07-05 12:39:06,false,"Tilst Cykling","85,46","3.500","02:50:04","144","178","--","30,2","56,0","524","526","NaN","NaN","NaN","NaN","82","121","234","208,1","263","202","845","NaN","NaN","12944","NaN","NaN","NaN","19,0","No","00:NaN:NaN","--","26,0","--","--","--","00:NaN:NaN","03:12:45","-6","89"
Cycling,2017-07-04 12:38:28,false,"Tilst Cykling","45,38","1.957","01:34:40","153","189","--","28,8","58,5","382","479","NaN","NaN","NaN","NaN","73","116","--","0,0","229","202","858","NaN","NaN","--","NaN","NaN","NaN","17,0","No","00:NaN:NaN","--","26,0","--","--","--","00:NaN:NaN","01:59:04","-151","73"
Cycling,2017-07-02 17:10:43,false,"Cykling","0,00","--","02:35:47","135","167","--","--","--","6","8","NaN","NaN","NaN","NaN","82","107","192","127,5","222","176","318","NaN","NaN","12506","NaN","NaN","NaN","22,0","No","00:NaN:NaN","--","23,0","--","--","--","00:NaN:NaN","02:35:49","81","88"
Cycling,2017-07-01 14:38:14,false,"Tilst Cykling","42,18","1.819","01:25:32","157","185","--","29,6","53,0","360","366","NaN","NaN","NaN","NaN","82","105","249","118,0","241","201","934","NaN","NaN","6411","NaN","NaN","NaN","20,0","No","00:NaN:NaN","--","27,0","--","--","--","00:NaN:NaN","01:29:58","65","147"
Cycling,2017-06-19 11:15:31,false,"Tilst Cykling","66,50","2.818","02:17:31","146","191","--","29,0","54,5","507","500","NaN","NaN","NaN","NaN","78","116","224","153,4","231","182","577","NaN","NaN","9629","NaN","NaN","NaN","21,0","No","00:NaN:NaN","--","29,0","--","--","--","00:NaN:NaN","02:34:18","-147","-39"
Cycling,2017-06-18 10:17:52,false,"Tilst Cykling","118,38","4.951","04:01:32","142","178","--","29,4","61,0","771","844","NaN","NaN","NaN","NaN","81","112","212","242,7","248","176","779","NaN","NaN","17963","NaN","NaN","NaN","19,0","No","00:NaN:NaN","--","30,0","--","--","--","00:NaN:NaN","04:33:08","-147","-9"
Cycling,2017-06-17 12:28:31,false,"Tilst Cykling","67,41","2.882","02:20:46","148","181","--","28,7","71,3","577","588","NaN","NaN","NaN","NaN","82","151","245","188,7","217","197","863","NaN","NaN","10138","NaN","NaN","NaN","17,0","No","00:NaN:NaN","--","26,0","--","--","--","00:NaN:NaN","02:32:14","-55","49"
Cycling,2017-06-10 11:21:28,false,"Tilst Cykling","94,79","4.069","03:19:47","--","--","--","28,5","57,0","717","722","NaN","NaN","NaN","NaN","81","111","223","221,7","223","181","1.075","NaN","NaN","14362","NaN","NaN","NaN","15,0","No","00:NaN:NaN","--","24,0","--","--","--","00:NaN:NaN","03:43:38","-34","82"
Cycling,2017-06-08 16:51:00,false,"Tilst Cykling","32,18","1.500","01:01:45","--","--","--","31,3","47,7","274","270","NaN","NaN","NaN","NaN","89","115","253","86,9","259","222","718","NaN","NaN","5279","NaN","NaN","NaN","12,0","No","00:NaN:NaN","--","19,0","--","--","--","00:NaN:NaN","01:04:01","52","85"
Cycling,2017-06-03 11:41:05,false,"Tilst Cykling","106,59","4.567","03:53:51","133","177","--","27,3","60,5","970","959","NaN","NaN","NaN","NaN","76","126","216","243,8","204","164","632","NaN","NaN","15172","NaN","NaN","NaN","12,0","No","00:NaN:NaN","--","22,0","--","--","--","00:NaN:NaN","04:19:55","-136","-41"
Cycling,2017-06-02 11:44:38,false,"Tilst Cykling","94,16","3.911","03:15:13","138","186","--","28,9","58,1","634","630","NaN","NaN","NaN","NaN","81","120","224","218,8","212","179","1.027","NaN","NaN","14339","NaN","NaN","NaN","16,0","No","00:NaN:NaN","--","23,0","--","--","--","00:NaN:NaN","03:50:54","5","101"
Cycling,2017-06-01 11:19:06,false,"Tilst Cykling","39,90","1.635","01:37:16","138","176","--","24,6","49,3","341","338","NaN","NaN","NaN","NaN","77","149","219","103,7","201","157","777","NaN","NaN","6242","NaN","NaN","NaN","16,0","No","00:NaN:NaN","--","43,0","--","--","--","00:NaN:NaN","02:15:01","-17","67"
Cycling,2017-05-31 13:52:02,false,"Cykling","0,00","--","00:40:01","--","--","--","--","--","--","2","NaN","NaN","NaN","NaN","76","86","186","30,6","198","179","245","NaN","NaN","3054","NaN","NaN","NaN","20,0","No","00:NaN:NaN","--","21,0","--","--","--","00:NaN:NaN","00:40:02","37","42"
Cycling,2017-05-28 13:09:47,false,"Tilst Cykling","72,37","3.064","02:33:25","143","186","--","28,3","57,8","576","574","NaN","NaN","NaN","NaN","80","134","218","162,9","218","178","916","NaN","NaN","11063","NaN","NaN","NaN","21,0","No","00:NaN:NaN","--","28,0","--","--","--","00:NaN:NaN","02:37:02","-151","-53"
Cycling,2017-05-26 14:51:30,false,"Tilst Cykling","76,61","3.326","02:33:11","150","181","--","30,0","52,2","472","466","NaN","NaN","NaN","NaN","81","115","235","188,3","233","198","879","NaN","NaN","11200","NaN","NaN","NaN","18,0","No","00:NaN:NaN","--","29,0","--","--","--","00:NaN:NaN","02:47:40","-67","15"
Cycling,2017-05-21 10:58:32,false,"Tilst Cykling","151,66","6.564","05:09:35","147","176","--","29,4","50,9","936","934","NaN","NaN","NaN","NaN","79","110","215","319,5","236","187","745","NaN","NaN","22751","NaN","NaN","NaN","14,0","No","00:NaN:NaN","--","23,0","--","--","--","00:NaN:NaN","05:28:07","-155","-66"
Cycling,2017-05-19 15:55:43,false,"Aarhus Cykling","22,12","973","00:46:13","154","193","--","28,7","50,8","209","183","NaN","NaN","NaN","NaN","77","151","249","63,5","203","185","1.007","NaN","NaN","2861","NaN","NaN","NaN","17,0","No","00:46:13","1","22,0","--","--","--","00:45:46","00:55:31","18","112"
Cycling,2017-05-19 11:47:21,false,"Tilst Cykling","42,81","1.838","01:28:51","156","193","--","28,9","53,3","376","442","NaN","NaN","NaN","NaN","68","151","--","0,0","215","189","1.007","NaN","NaN","--","NaN","NaN","NaN","15,0","No","00:NaN:NaN","--","22,0","--","--","--","00:NaN:NaN","01:42:01","-151","112"
Cycling,2017-05-18 11:27:59,false,"Tilst Cykling","72,87","2.519","03:17:31","126","186","--","22,1","43,1","257","273","NaN","NaN","NaN","NaN","71","105","179","140,9","202","109","906","NaN","NaN","10823","NaN","NaN","NaN","18,0","No","00:NaN:NaN","--","29,0","--","--","--","00:NaN:NaN","06:34:03","23","112"
Cycling,2017-05-15 13:08:40,false,"Tilst Cykling","76,54","3.398","02:43:30","149","181","--","28,1","61,1","736","738","NaN","NaN","NaN","NaN","--","--","--","0,0","--","--","--","NaN","NaN","--","NaN","NaN","NaN","16,0","No","00:NaN:NaN","--","23,0","--","--","--","00:NaN:NaN","03:00:54","-155","-2"
Cycling,2017-05-14 13:43:30,false,"Tilst Cykling","79,71","3.637","02:48:41","151","185","--","28,4","59,2","741","740","NaN","NaN","NaN","NaN","--","--","--","0,0","--","--","--","NaN","NaN","--","NaN","NaN","NaN","15,0","No","00:NaN:NaN","--","24,0","--","--","--","00:NaN:NaN","03:25:03","-154","-44"
Cycling,2017-05-13 13:32:31,false,"Tilst Cykling","91,36","3.779","03:21:16","151","186","--","27,2","54,9","745","748","NaN","NaN","NaN","NaN","--","--","--","0,0","--","--","--","NaN","NaN","--","NaN","NaN","NaN","12,0","No","00:NaN:NaN","--","20,0","--","--","--","00:NaN:NaN","03:35:17","15","102"
Cycling,2017-05-06 10:51:56,false,"Tilst Cykling","146,14","6.301","05:09:47","149","179","--","28,3","56,2","1.150","1.122","NaN","NaN","NaN","NaN","--","--","--","0,0","--","--","--","NaN","NaN","--","NaN","NaN","NaN","14,0","No","00:NaN:NaN","--","22,0","--","--","--","00:NaN:NaN","05:47:23","-145","-27"
Cycling,2017-05-02 15:12:16,false,"Tilst Cykling","34,64","1.363","01:23:01","143","196","--","25,0","52,7","234","226","NaN","NaN","NaN","NaN","74","110","233","99,9","203","155","1.080","NaN","NaN","5346","NaN","NaN","NaN","13,0","No","00:NaN:NaN","--","20,0","--","--","--","00:NaN:NaN","02:10:44","-67","18"
Cycling,2017-04-30 12:22:55,false,"Tilst Cykling","74,63","2.902","02:56:39","140","194","--","25,4","57,3","511","497","NaN","NaN","NaN","NaN","72","121","196","150,7","216","148","928","NaN","NaN","11124","NaN","NaN","NaN","10,0","No","00:NaN:NaN","--","18,0","--","--","--","00:NaN:NaN","04:06:20","-72","25"
Cycling,2017-04-17 11:52:31,false,"Tilst Cykling","58,51","2.448","02:06:56","145","170","--","27,7","49,0","447","450","NaN","NaN","NaN","NaN","79","119","213","128,8","208","182","756","NaN","NaN","9440","NaN","NaN","NaN","2,0","No","00:NaN:NaN","--","17,0","--","--","--","00:NaN:NaN","02:16:17","-8","100"
Cycling,2017-04-16 15:01:01,false,"Åbyhøj Cykling","8,50","397","00:17:53","153","184","--","28,5","48,5","105","51","NaN","NaN","NaN","NaN","83","127","257","25,7","177","209","811","NaN","NaN","1348","NaN","NaN","NaN","6,0","No","00:NaN:NaN","--","15,0","--","--","--","00:NaN:NaN","00:21:24","-9","78"
Cycling,2017-04-16 12:31:24,false,"Aarhus C Cykling","18,94","625","00:50:28","120","178","--","22,5","44,8","59","51","NaN","NaN","NaN","NaN","61","97","204","46,6","111","111","1.164","NaN","NaN","2501","NaN","NaN","NaN","3,0","No","00:NaN:NaN","--","13,0","--","--","--","00:NaN:NaN","00:59:09","-10","11"
Cycling,2017-04-16 10:30:08,false,"Tilst Cykling","10,08","386","00:22:41","146","177","--","26,7","48,5","57","106","NaN","NaN","NaN","NaN","73","106","229","26,1","153","163","727","NaN","NaN","1506","NaN","NaN","NaN","2,0","No","00:NaN:NaN","--","18,0","--","--","--","00:NaN:NaN","00:25:55","-7","73"
Cycling,2017-04-10 09:53:46,false,"Tilst Cykling","47,31","2.033","01:40:24","147","180","--","28,3","47,1","341","349","NaN","NaN","NaN","NaN","84","121","236","124,2","240","187","867","NaN","NaN","7600","NaN","NaN","NaN","7,0","No","00:NaN:NaN","--","20,0","--","--","--","00:NaN:NaN","01:59:36","-26","63"
Cycling,2017-04-09 17:09:22,false,"Tilst Cykling","43,79","1.947","01:25:34","155","178","--","30,7","54,5","343","333","NaN","NaN","NaN","NaN","83","116","237","107,0","209","204","781","NaN","NaN","6650","NaN","NaN","NaN","11,0","No","00:NaN:NaN","--","19,0","--","--","--","00:NaN:NaN","01:30:40","-8","51"
Cycling,2017-04-04 16:17:09,false,"Tilst Cykling","41,57","1.739","01:18:00","155","184","--","32,0","55,3","277","273","NaN","NaN","NaN","NaN","82","109","232","93,6","222","202","813","NaN","NaN","6120","NaN","NaN","NaN","10,0","No","00:NaN:NaN","--","24,0","--","--","--","00:NaN:NaN","01:24:26","-33","35"
Cycling,2017-03-31 15:29:53,false,"Tilst Cykling","71,45","3.090","02:13:49","156","184","--","32,0","53,5","474","462","NaN","NaN","NaN","NaN","84","126","239","170,9","233","215","840","NaN","NaN","10629","NaN","NaN","NaN","8,0","No","00:NaN:NaN","--","20,0","--","--","--","00:NaN:NaN","02:25:08","-9","105"
Cycling,2017-03-28 16:21:11,false,"Tilst Cykling","13,11","582","00:26:08","152","173","--","30,1","52,8","91","89","NaN","NaN","NaN","NaN","81","108","227","29,6","200","196","775","NaN","NaN","2060","NaN","NaN","NaN","9,0","No","00:NaN:NaN","--","20,0","--","--","--","00:NaN:NaN","00:26:36","6","37"
Cycling,2017-03-26 15:26:16,false,"Tilst Cykling","41,42","989","01:17:16","166","179","--","32,2","55,9","277","271","NaN","NaN","NaN","NaN","83","109","234","93,6","239","214","738","NaN","NaN","6157","NaN","NaN","NaN","10,0","No","00:NaN:NaN","--","21,0","--","--","--","00:NaN:NaN","01:17:36","-37","33"
Cycling,2017-03-24 13:33:13,false,"Tilst Cykling","66,32","1.569","02:18:33","153","180","--","28,7","49,3","430","434","NaN","NaN","NaN","NaN","86","114","224","155,4","226","189","936","NaN","NaN","10667","NaN","NaN","NaN","4,0","No","00:NaN:NaN","--","20,0","--","--","--","00:NaN:NaN","02:18:45","-70","49"
Cycling,2017-03-23 15:29:00,false,"Tilst Cykling","50,00","1.640","02:30:00","--","--","--","20,0","--","--","--","NaN","NaN","NaN","NaN","--","--","--","0,0","--","--","--","NaN","NaN","--","NaN","NaN","NaN","--","No","00:NaN:NaN","--","NaN","--","--","--","00:NaN:NaN","02:30:00","--","--"
Cycling,2017-03-19 11:49:23,false,"Cykling","0,00","304","00:30:01","141","177","--","--","--","4","1","NaN","NaN","NaN","NaN","84","114","206","28,0","190","169","581","NaN","NaN","2433","NaN","NaN","NaN","18,0","No","00:NaN:NaN","--","21,0","--","--","--","00:NaN:NaN","00:30:02","165","170"
Cycling,2017-03-12 12:31:17,false,"Tilst Cykling","38,53","938","01:48:34","144","184","--","21,3","55,3","347","343","NaN","NaN","NaN","NaN","82","120","207","95,2","192","153","739","NaN","NaN","6577","NaN","NaN","NaN","3,0","No","00:NaN:NaN","--","18,0","--","--","--","00:NaN:NaN","01:48:46","-42","32"
Cycling,2017-03-11 11:14:33,false,"Tilst Cykling","85,22","1.816","03:20:04","141","175","--","25,6","63,9","621","620","NaN","NaN","NaN","NaN","83","116","189","156,9","198","153","656","NaN","NaN","14395","NaN","NaN","NaN","2,0","No","00:NaN:NaN","--","19,0","--","--","--","00:NaN:NaN","03:20:05","-19","90"
Cycling,2017-03-10 15:39:19,false,"Tilst Cykling","55,56","1.394","02:00:20","156","186","--","27,7","53,5","477","479","NaN","NaN","NaN","NaN","86","169","240","154,1","224","193","991","NaN","NaN","9125","NaN","NaN","NaN","3,0","No","00:NaN:NaN","--","19,0","--","--","--","00:NaN:NaN","02:00:32","1","83"
Cycling,2017-03-09 15:27:46,false,"Tilst Cykling","11,25","309","00:23:50","158","179","--","28,3","48,1","86","79","NaN","NaN","NaN","NaN","80","119","255","34,0","230","216","894","NaN","NaN","1818","NaN","NaN","NaN","5,0","No","00:NaN:NaN","--","16,0","--","--","--","00:NaN:NaN","00:23:50","76","105"
Cycling,2017-03-01 19:13:11,false,"Cykling","0,00","699","01:00:01","162","190","--","--","--","--","2","NaN","NaN","NaN","NaN","82","109","226","67,9","272","195","427","NaN","NaN","4946","NaN","NaN","NaN","18,0","No","00:NaN:NaN","--","20,0","--","--","--","00:NaN:NaN","01:00:03","229","233"
Cycling,2017-02-28 08:26:27,false,"Tilst Cykling","27,75","691","00:59:05","159","186","--","28,2","57,5","229","229","NaN","NaN","NaN","NaN","78","119","238","74,1","221","195","681","NaN","NaN","4257","NaN","NaN","NaN","3,0","No","00:NaN:NaN","--","17,0","--","--","--","00:NaN:NaN","00:59:06","295","356"
Cycling,2017-02-26 12:04:12,false,"Max puls / watt","0,00","278","00:31:40","141","193","--","--","--","2","2","NaN","NaN","NaN","NaN","74","117","237","39,3","158","146","1.196","NaN","NaN","2284","NaN","NaN","NaN","18,0","No","00:NaN:NaN","--","22,0","--","--","--","00:NaN:NaN","00:31:41","178","182"
Cycling,2017-02-23 13:02:37,false,"Cykling","0,00","313","00:35:21","132","169","--","--","--","4","--","NaN","NaN","NaN","NaN","--","--","--","0,0","--","--","--","NaN","NaN","--","NaN","NaN","NaN","18,0","No","00:NaN:NaN","--","22,0","--","--","--","00:NaN:NaN","00:35:22","225","235"
Cycling,2017-02-21 16:45:38,false,"Cykling","0,00","827","01:19:00","136","158","--","--","--","--","4","NaN","NaN","NaN","NaN","71","86","179","56,6","198","175","256","NaN","NaN","5538","NaN","NaN","NaN","19,0","No","00:NaN:NaN","--","24,0","--","--","--","00:NaN:NaN","01:19:02","152","158"
Cycling,2017-02-18 07:56:35,false,"Hvilepuls ","0,00","16","00:15:12","47","62","--","--","--","--","--","NaN","NaN","NaN","NaN","--","--","--","0,0","--","--","--","NaN","NaN","--","NaN","NaN","NaN","18,0","No","00:NaN:NaN","--","22,0","--","--","--","00:NaN:NaN","00:15:16","6","9"
Cycling,2017-02-17 14:12:01,false,"FTP  Test","0,00","559","00:55:00","146","187","--","--","--","--","--","NaN","NaN","NaN","NaN","80","112","225","61,3","284","171","384","NaN","NaN","3909","NaN","NaN","NaN","20,0","No","00:NaN:NaN","--","21,0","--","--","--","00:NaN:NaN","00:55:02","39","41"
Cycling,2017-02-15 12:39:43,false,"Cykling","0,00","140","00:15:01","148","166","--","--","--","--","--","NaN","NaN","NaN","NaN","70","77","162","8,5","--","156","226","NaN","NaN","1054","NaN","NaN","NaN","22,0","No","00:NaN:NaN","--","23,0","--","--","--","00:NaN:NaN","00:15:02","4","6"
Cycling,2017-02-15 11:50:06,false,"Step Test 5 min","0,00","551","00:47:00","151","186","--","--","--","--","--","NaN","NaN","NaN","NaN","83","96","221","50,9","256","197","348","NaN","NaN","3899","NaN","NaN","NaN","22,0","No","00:NaN:NaN","--","25,0","--","--","--","00:NaN:NaN","00:47:46","-1","5"
Cycling,2017-02-13 10:53:45,false,"2 min step test","0,00","352","00:30:00","146","181","--","--","--","--","--","NaN","NaN","NaN","NaN","83","145","230","34,9","233","198","557","NaN","NaN","2490","NaN","NaN","NaN","15,0","No","00:NaN:NaN","--","21,0","--","--","--","00:NaN:NaN","00:30:04","-1","2"
Cycling,2017-02-11 16:48:13,false,"Tilst Cykling","0,00","698","01:00:02","152","177","--","--","--","2","--","NaN","NaN","NaN","NaN","80","97","210","58,9","235","194","344","NaN","NaN","4778","NaN","NaN","NaN","19,0","No","00:NaN:NaN","--","21,0","--","--","--","00:NaN:NaN","01:06:17","52","53"
Cycling,2017-02-04 18:14:38,false,"Cykling","0,00","695","01:00:02","152","170","--","--","--","2","2","NaN","NaN","NaN","NaN","83","128","207","57,0","225","193","483","NaN","NaN","4967","NaN","NaN","NaN","5,0","No","00:NaN:NaN","--","15,0","--","--","--","00:NaN:NaN","01:00:04","79","85"
Cycling,2017-02-03 16:22:17,false,"Tilst Cykling","0,00","466","00:50:40","148","173","--","--","--","2","2","NaN","NaN","NaN","NaN","73","98","178","35,4","193","153","428","NaN","NaN","3634","NaN","NaN","NaN","3,0","No","00:NaN:NaN","--","14,0","--","--","--","00:NaN:NaN","00:50:42","139","142"
Cycling,2017-01-30 17:04:22,false,"Cykling","0,00","752","01:10:16","149","178","--","--","--","2","2","NaN","NaN","NaN","NaN","83","127","213","70,9","227","180","552","NaN","NaN","5843","NaN","NaN","NaN","15,0","No","00:NaN:NaN","--","17,0","--","--","--","00:NaN:NaN","01:11:47","47","53"
Cycling,2017-01-28 17:56:30,false,"Cykling","0,00","627","00:59:30","154","183","--","--","--","2","--","NaN","NaN","NaN","NaN","82","95","212","59,5","202","177","378","NaN","NaN","4897","NaN","NaN","NaN","19,0","No","00:NaN:NaN","--","21,0","--","--","--","00:NaN:NaN","01:00:02","41","48"
Cycling,2017-01-24 19:34:01,false,"Tilst Cykling","0,00","672","01:00:11","155","172","--","--","--","10","5","NaN","NaN","NaN","NaN","85","102","204","55,5","223","187","289","NaN","NaN","5113","NaN","NaN","NaN","17,0","No","00:NaN:NaN","--","19,0","--","--","--","00:NaN:NaN","01:00:15","53","54"
Cycling,2017-01-19 17:04:15,false,"Cykling","0,00","672","01:00:00","163","184","--","--","--","--","2","NaN","NaN","NaN","NaN","79","89","205","56,1","225","187","281","NaN","NaN","4743","NaN","NaN","NaN","19,0","No","00:NaN:NaN","--","21,0","--","--","--","00:NaN:NaN","01:00:01","-1","2"
Cycling,2017-01-17 07:09:41,false,"Cykling","0,00","501","00:45:09","105","180","--","--","--","--","--","NaN","NaN","NaN","NaN","87","103","219","47,9","202","186","332","NaN","NaN","3927","NaN","NaN","NaN","16,0","No","00:NaN:NaN","--","18,0","--","--","--","00:NaN:NaN","00:45:12","72","75"
Cycling,2017-01-15 16:43:11,false,"Tilst Cykling","0,01","458","00:38:52","159","192","--","0,0","--","4","8","NaN","NaN","NaN","NaN","87","114","228","44,5","254","197","636","NaN","NaN","3347","NaN","NaN","NaN","20,0","No","00:NaN:NaN","--","22,0","--","--","--","00:NaN:NaN","00:38:53","23","27"
Cycling,2016-12-31 08:23:47,false,"Tilst Cykling","86,42","2.095","04:36:14","141","186","--","18,8","58,3","854","833","NaN","NaN","NaN","NaN","76","130","223","242,0","216","153","1.009","NaN","NaN","12373","NaN","NaN","NaN","4,0","No","00:NaN:NaN","--","17,0","--","--","--","00:NaN:NaN","04:36:17","-66","49"
Cycling,2016-12-22 12:01:24,false,"Tilst Cykling","53,66","1.320","01:59:10","156","190","--","27,0","55,2","453","450","NaN","NaN","NaN","NaN","83","122","237","148,7","220","185","870","NaN","NaN","8986","NaN","NaN","NaN","2,0","No","00:NaN:NaN","--","17,0","--","--","--","00:NaN:NaN","01:59:11","-43","45"
Cycling,2016-12-14 11:18:08,false,"Tilst Cykling","65,05","1.448","02:46:18","141","185","--","23,5","49,9","556","557","NaN","NaN","NaN","NaN","82","114","216","172,6","175","145","929","NaN","NaN","10646","NaN","NaN","NaN","--","No","00:NaN:NaN","--","24,0","--","--","--","00:NaN:NaN","02:46:40","-59","22"
Cycling,2016-12-10 11:08:10,false,"Tilst Cykling","29,15","693","01:03:34","161","194","--","27,5","55,0","190","188","NaN","NaN","NaN","NaN","80","116","241","82,1","207","182","900","NaN","NaN","4640","NaN","NaN","NaN","6,0","No","00:NaN:NaN","--","13,0","--","--","--","00:NaN:NaN","01:03:35","54","94"
Cycling,2016-12-08 10:41:49,false,"Tilst Cykling","47,28","1.031","01:58:17","156","189","--","24,0","56,2","408","402","NaN","NaN","NaN","NaN","78","125","206","112,2","179","145","1.177","NaN","NaN","7186","NaN","NaN","NaN","7,0","No","00:NaN:NaN","--","18,0","--","--","--","00:NaN:NaN","00:NaN:NaN","6","76"
Cycling,2016-11-24 16:55:26,false,"Cykling","0,00","749","01:20:38","140","182","--","0,0","--","--","--","NaN","NaN","NaN","NaN","82","94","--","58,4","216","155","433","NaN","NaN","6137","NaN","NaN","NaN","16,0","No","00:NaN:NaN","--","17,0","--","--","--","00:NaN:NaN","00:NaN:NaN","-1","2"
Cycling,2016-11-12 13:06:30,false,"Cykling","0,00","940","01:42:45","132","177","--","--","--","2","--","NaN","NaN","NaN","NaN","76","112","175","70,0","196","152","984","NaN","NaN","7750","NaN","NaN","NaN","21,0","No","00:NaN:NaN","--","22,0","--","--","--","00:NaN:NaN","00:NaN:NaN","43","47"
Cycling,2016-10-30 09:39:40,false,"Tilst Cykling","111,18","2.490","04:33:05","149","186","--","24,4","56,3","887","882","NaN","NaN","NaN","NaN","79","120","209","257,1","226","156","730","NaN","NaN","16471","NaN","NaN","NaN","5,0","No","00:NaN:NaN","--","18,0","--","--","--","00:NaN:NaN","00:NaN:NaN","-71","48"
Cycling,2016-10-29 12:54:28,false,"Cykling","0,00","541","00:54:15","151","174","--","--","--","7","2","NaN","NaN","NaN","NaN","82","104","171","35,1","188","166","263","NaN","NaN","4413","NaN","NaN","NaN","23,0","No","00:NaN:NaN","--","32,0","--","--","--","00:NaN:NaN","00:NaN:NaN","70","78"
Cycling,2016-10-23 11:46:10,false,"Cykling","0,00","373","00:40:52","129","150","--","--","--","--","--","NaN","NaN","NaN","NaN","--","--","--","0,0","--","--","--","NaN","NaN","--","NaN","NaN","NaN","14,0","No","00:NaN:NaN","--","17,0","--","--","--","00:NaN:NaN","00:NaN:NaN","46","48"
Cycling,2016-10-17 10:02:42,false,"Tilst Cykling","66,35","1.555","02:57:28","138","186","--","22,4","55,2","503","494","NaN","NaN","NaN","NaN","82","120","223","185,1","217","153","876","NaN","NaN","10306","NaN","NaN","NaN","6,0","No","00:NaN:NaN","--","17,0","--","--","--","00:NaN:NaN","00:NaN:NaN","-74","21"
